,title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
100,October (2018 film),tt7700730,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/October_%282018_film_poster%29.jpg/220px-October_%282018_film_poster%29.jpg,https://en.wikipedia.org/wiki/October_(2018_film),October,October,0,2018,115,Drama|Romance,7.5,11125,Dan (Varun Dhawan) is living the life of any carefree 21 year old  revolving around a bunch of friends and fellow hotel interns who feed off each other's everyday moments  their ups and downs. Shiuli (Banita Sandhu) is one such intern at the same hotel  who at times is at a receiving end of Dan's audaciousness. Life goes on until a sudden turn of events smashes Dan and Shiuli's lives together  into a bond that's unlike any 21 year olds. The emotional connection between them goes through a metamorphoses that brings out a form of love that's unlike any other eventually leading to an internal awakening. October is not a Love Story  but rather a story about love.,A group of interns are going through the usual grind when suddenly an accident changes their lives. The protagonist can't get let go of it and becomes obsessed with it. What does it all lead to? Is it love or something else?,This is not a love story. This is a story about love.,Varun Dhawan|Banita Sandhu|Gitanjali Rao|Sahil Vedoliyaa|Isha Chaturvedi|Prateek Kapoor|Iteeva Pandey|Karamveer Kanwar|Ashish Ghosh|Rachica Oswal|,3 wins & 9 nominations,13 April 2018 (USA)
106,Raazi,tt7098658,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Raazi_-_Poster.jpg/220px-Raazi_-_Poster.jpg,https://en.wikipedia.org/wiki/Raazi,Raazi,Raazi,0,2018,138,Action|Drama|Thriller,7.8,20289,Hidayat Khan is the son of an Indian freedom fighter and agent posing as an informant for the Pakistani government. He wishes to make his 20-year-old daughter Sehmat an agent and continue the family tradition of being in service to the country. Sehmat leaves college. She is hastily trained by senior RAW officer Khalid Mir. Her father uses his friendship with Brigadier Syed of the Pakistan Army to get Sehmat married to his son  Iqbal Syed  a military officer. Sehmat quickly settles into her married life  she falls in love with Iqbal. But everything starts to complicated.,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,An incredible true story,Alia Bhatt|Vicky Kaushal|Rajit Kapoor|Shishir Sharma|Ashwath Bhatt|Jaideep Ahlawat|Arif Zakaria|Amruta Khanvilkar|Kanwaljit Singh|Aman Vasishth|Veer Samra|Saloni|Deepak Saini|Sima Pari|,21 wins & 26 nominations,11 May 2018 (USA)
110,Parmanu: The Story of Pokhran,tt6826438,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Parmanu_film_poster.jpeg/220px-Parmanu_film_poster.jpeg,https://en.wikipedia.org/wiki/Parmanu:_The_Story_Of_Pokhran,Parmanu: The Story of Pokhran,Parmanu: The Story of Pokhran,0,2018,129,Action|Drama|History,7.7,18292,Captain Ashwat Raina's efforts to turn India into a nuclear state are at first met with criticism and then years later  with an offer from the government. With the help of Himanshu Shukla  the Prime Minister's principal secretary  he leads a team to conduct a second nuclear test series. The only major threat lurking is the American Lacrosse satellite which caught the first test preparations  further causing America to warn India about such future tests. With their patriotic hearts and unbreakable spirits  Ashwat and his team race against time to conduct the tests confidentially while the country's worsening political scenario as well as the presence of spies from US and Pakistan puts them into both mental as well as physical challenges.,Ashwat Raina and his teammates arrive in Pokhran to re-conduct a confidential nuclear test  where they face challenges from the American Lacrosse satellite and local spies.,1998| India: one secret operation| six Indians shocked the world| made India proud.,John Abraham|Boman Irani|Diana Penty|Anuja Sathe|Vikas Kumar|Yogendra Tiku|Aditya Hitkari|Ajay Shankar|Darshan Pandya|Mark Bennington|,,25 May 2018 (USA)
112,Bhavesh Joshi Superhero,tt6129302,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Bhavesh_Joshi.jpg/220px-Bhavesh_Joshi.jpg,https://en.wikipedia.org/wiki/Bhavesh_Joshi_Superhero,Bhavesh Joshi Superhero,Bhavesh Joshi Superhero,0,2018,154,Action|Drama,7.6,4928,Bhavesh Joshi Superhero is an action film about a young man who wants to continue doing the right and challenge the wrong. And on this journey  he discovers that he's destined to do bigger things  which will transform him from a common man into a superhero.,The origin story of Bhavesh Joshi  an Indian superhero  who sets out to fulfill his slain friend's wish to clean and reform the country  by training himself to fight and wearing a mask.,This year| justice will have a new name.,Harshvardhan Kapoor|Priyanshu Painyuli|Ashish Verma|Shreiyah Sabharwal|Pratap Phad|Chinmay Mandlekar|Nishikant Kamat|Ram Kishan Dhakad|Hrishikesh Joshi|,2 nominations,1 June 2018 (USA)
114,Race 3,tt7431594,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Race_3_-_Poster.jpg/220px-Race_3_-_Poster.jpg,https://en.wikipedia.org/wiki/Race_3,Race 3,Race 3,0,2018,160,Action|Thriller,2.0,30038,Text: 25 years ago arms dealer Shamsher Singh shifted to Al Shifa island with his family .When he was accused of doing illegal business of arms by government of India.He has a business rival Rana who has attacked him many a times.But his nephew Sikander always came to his rescue who is also closest person to him and further who can take over his business.Twins Sanjana and Suraj kids of Shamsher don't go well with Sikander.Shamesher has a dream to go back to India and Sikander is his only hope.Apart from twin cousin's Sikander will have to face betrayal from trusted aide Yash and Jessica his loves who is not who she claims to be.,Relationships and loyalties of a criminal family planning its next big heist are tested when some shocking revelations strike them.,,Anil Kapoor|Salman Khan|Bobby Deol|Jacqueline Fernandez|Daisy Shah|Saqib Saleem|Freddy Daruwala|,2 wins & 1 nomination,15 June 2018 (USA)
115,Dhadak,tt7638344,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Dhadak_2018_film.jpg/220px-Dhadak_2018_film.jpg,https://en.wikipedia.org/wiki/Dhadak,Dhadak,Dhadak,0,2018,138,Comedy|Drama|Romance,4.5,8363,From the moment they set eyes on each other  Madhukar and Parthavi felt something familiar  something pure  but as their love blossomed  so did their problems. Torn between society and their families  their fate became uncertain. DHADAK is a simple  passionate story about first love.,Set in Rajasthan  this love story explores how the protagonists deal with issues like differences between castes and honor killings.,,Ishaan Khattar|Janhvi Kapoor|Ashutosh Rana|Aditya Kumar|Kharaj Mukherjee|Ankit Bisht|Shalini Kapoor|Aishwarya Narkar|Usha Shree|Sartaj Ansari|Hempushpak Arora|Aishwarya Avinash|Vishwanath Chatterjee|Alok Ranjan Chaudhary|,9 wins & 7 nominations,20 July 2018 (USA)
116,Sanju,tt6452574,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Sanju_poster.jpg/220px-Sanju_poster.jpg,https://en.wikipedia.org/wiki/Sanju,Sanju,Sanju,0,2018,155,Biography|Drama,7.8,42718,"Few lives in our times are as dramatic and enigmatic as the saga of Sanjay Dutt. Coming from a family of cinema legends  he himself became a film star  and then saw dizzying heights and darkest depths: adulation of die-hard fans  unending battles with various addictions  brushes with the underworld  prison terms  loss of loved ones  and the haunting speculation that he might or might not be a terrorist. Sanju is in turns a hilarious and heartbreaking exploration of one man's battle against his own wild self and the formidable external forces trying to crush him. It depicts the journey of a man through everything that life can throw at him. Some true stories leave you thinking ""did this really happen?"" This is one such unbelievable story that happens to be true.",Sanju is a biopic of the controversial life of actor Sanjay Dutt: his film career  jail sentence and personal life.,One Man . . . Many Lives,Ranbir Kapoor|Paresh Rawal|Manisha Koirala|Vicky Kaushal|Dia Mirza|Anushka Sharma|Sonam Kapoor|Jim Sarbh|Karishma Tanna|Boman Irani|Ashnoor Kaur|Siya|Tabu|Sayaji Shinde|,12 wins & 24 nominations,29 June 2018 (USA)
119,Mulk (film),tt7618184,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Mulk_-_2018_Movie_Poster.jpg/220px-Mulk_-_2018_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Mulk_(film),Mulk,Mulk,0,2018,140,Drama,6.7,12123,One family member tries to help her own family which are trapped in a dark controversy.,One family member tries to help her own family which are trapped in a dark controversy.,,Taapsee Pannu|Rishi Kapoor|Prateik|Ashutosh Rana|Neena Gupta|Ashrut Jain|Simran Nisha|,2 wins & 14 nominations,3 August 2018 (USA)
121,Karwaan,tt7919680,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Karwaan_-_Movie_Poster.jpg/220px-Karwaan_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Karwaan_(film),Karwaan,Karwaan,0,2018,114,Comedy|Drama,7.5,9436,The movie depicts a journey carried out from Bangalore to Kochi by two friends  the reserved Avinash played by Dulquer Salmaan  and his friend Shaukat played by Irrfan Khan with a lighter take on life  who pick up the chirpy teenager Mithila on the way.,Two friends and a chirpy teenager take a road trip from Bangalore to Kochi.,,Irrfan Khan|Dulquer Salmaan|Mithila Palkar|Amala Akkineni|Akash Khurana|Kriti Kharbanda|Donna Munshi|Abir Abrar|Beena Banerjee|Siddharth Menon|Adrika Shetty|Sameer Saxena|Kallirroi Tziafeta|Richard John Lovatt|,2 nominations,3 August 2018 (USA)
122,Gold (2018 film),tt6173990,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Gold_2018_poster.jpg/180px-Gold_2018_poster.jpg,https://en.wikipedia.org/wiki/Gold_(2018_film),Gold,Gold,0,2018,151,Drama|History|Sport,7.3,10081,Tapan Das manager of Gold winning Indian hockey team during British rule dreams of bringing Gold medal to the country post Independence.India is nearing Independence and Tapan finds news of 1948 Olympics. Tapan prepares his own team for the upcoming Olympics.But during the partition team also gets divided along with the country.,The journey of a man who was instrumental in making India win its first Olympic gold medal as a free nation.,,Akshay Kumar|Mouni Roy|Kunal Kapoor|Amit Sadh|Viineet Kumar|Sunny Kaushal|Nikita Dutta|Andrew Havill|Manjit Singh|Christopher James Burton|Kumud Pant|Varun Raj|Sam Succoi|Bhawsheel Sahni|,3 wins & 3 nominations,15 August 2018 (USA)
123,Satyameva Jayate (2018 film),tt8202612,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Satyameva_Jayate_-_2018_Movie_Poster.jpg/220px-Satyameva_Jayate_-_2018_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Satyameva_Jayate_(2018_film),Satyameva Jayate,Satyameva Jayate,0,2018,140,Action|Thriller,5.6,5446,"There are about 2 Lakh policemen in Mumbai. Tasked with the safety of this enormous city  a majority of them don't necessarily have the ""cleanest"" of vardis. When four such police inspectors are burnt alive in a series of merciless killings  the entire police force is rocked with terror. The media is looking for answers. The public is on the fence over these killings. These crimes reflect Vir as a person. Bold  Calculating  and Unapologetic. He's not scared of killing  or dying. It was clear that he had an agenda. A reason. A drive; behind these deaths and he was far from done. Fearing the next attack  the Commissioner calls upon their best bet to catch Vir. DCP Shivansh is what a proper policeman looks like. Strong  Courageous  Patriotic and most importantly  ""Clean."" And of course  he's the best at what he does. What follows is a succession of events that will test his Probity to the fullest. He is up against Vir  who is a vigilante and will stop at nothing to complete his mission. ...",DCP Shivansh has been tasked to catch Vir  the man behind police killings in the city. Both are eventually against the same enemy but divided by a fine line  the law.,Beimaan pitega| corruption mitega!,John Abraham|Manoj Bajpayee|Aisha Sharma|Amruta Khanvilkar|Manish Chaudhary|Myrah Dandekar|Devdutta Nage|Nora Fatehi|,5 nominations,15 August 2018 (USA)
127,Stree (2018 film),tt8108202,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Stree_-_2018_Movie_Poster.jpg/220px-Stree_-_2018_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Stree_(2018_film),Stree,Stree,0,2018,128,Comedy|Horror,7.7,22671,Chanderi village is haunted for years by a witch whose called as Stree. She abducts men in dark leaving their clothes behind during the four day annual festival. Vicky young and handsome village tailor disbelief's these stories. He meets an Unnamed women whose in the village every year during the festival. Vicky and the women start getting close to each other. But his friends Jaana and Bitu get suspicious that till date only Vicky has seen the women and believe that she could be Stree.,"In the small town of Chanderi  the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.",,Rajkummar Rao|Shraddha Kapoor|Pankaj Tripathi|Aparshakti Khurana|Abhishek Banerjee|Ram Kishan Dhakad|Atul Srivastava|Vijay Raaz|Aakash Dabhade|Nora Fatehi|Kriti Sanon|Flora Saini|,10 wins & 19 nominations,31 August 2018 (USA)
137,Manmarziyaan,tt5474036,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Manmarziyaan_official_poster.jpg/220px-Manmarziyaan_official_poster.jpg,https://en.wikipedia.org/wiki/Manmarziyaan,Manmarziyaan,Manmarziyaan,0,2018,156,Romance,6.9,5754,Rumi and Vicky are love birds where Rumi convinces her parents to let her marry her love  while Vicky is commitment phobic. In comes Robbie  a much well-settled NRI who falls for Rumi. Whom will she decide to settle down with forms the rest of the film.,A love triangle between a spirited young woman  her outgoing boyfriend and a fiance who's husband material.,,Taapsee Pannu|Abhishek Bachchan|Vicky Kaushal|Jasmin Bajwa|Ashnoor Kaur|Swairaj Sandhu|Neelu Kohli|Poonam Shah|Priyanka Shah|Sukhmani Sadana|Saurabh Sachdeva|Arshpreet Singh|,3 wins & 11 nominations,14 September 2018 (USA)
139,Sui Dhaaga,tt7147540,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Sui_Dhaaga_New_Poster.jpg/220px-Sui_Dhaaga_New_Poster.jpg,https://en.wikipedia.org/wiki/Sui_Dhaaga,Made in India,Sui Dhaaga: Made in India,0,2018,122,Comedy|Drama,6.8,5850,"A heartwarming story of pride and self reliance  which finds its roots in the heart of India and reflects the passion that runs through the veins of every single Indian. Taking the message of ""Made in India"" forward  the film modestly tries to bring back our traditional art forms and handicrafts in focus. The film is helmed by National award winning Producer - Director Duo of Maneesh Sharma and Sharat Katariya ""Dum Laga Ke Haisha"" and features Varun Dhawan and Anushka Sharma in the lead roles. Through the hero and his wife  film talks about the need of social entrepreneurship as a tool for social and economic development of our artisans  living their life in the margins due to the changing times. Set in a small town in India  the film encapsulates the journey of an honest man from a humble background  who pursues his passion  overcoming all odds and soon finds himself on the cover of an international magazine with the world taking note and appreciating his talent. A clean family ...",An unemployed small-town man defies all odds and naysayers and starts his own garment business.,,Anushka Sharma|Varun Dhawan|Raghuvir Yadav|Ashish Verma|Siddharth Bhardwaj|Komal Chhabria|Namit Das|Anirban Bhattacharyya|Jeetendra Shastri|Komal Singh|Priyanka Arya|Sidharth Bhardwaj|Yamini Das|Mahesh Sharma|,1 win & 11 nominations,28 September 2018 (USA)
